registro_id,obra_id,data_registro,requisicao_id,empreiteiro_id,fornecedor_id,tipo_obra,fase_obra,ambiente,servico,complexidade_execucao,necessidade_corte_ajuste,material,tipo_item_material,unidade_medida,material_fragil,material_modular,custo_unitario,quantidade_teorica,indice_perda_orcado,quantidade_orcada,compra_emergencial,pressao_prazo,qtd_frentes_simultaneas,quantidade_real_consumida,quantidade_sobra_reaproveitavel,quantidade_perdida_nao_reaproveitavel,houve_retrabalho_real,motivo_principal_perda,indice_perda_real,custo_perda_real,risco_perda_real
REG_02408,OBRA_027,2025-01-27,REQ_01814,EMP_060,FORN_078,residencial,instalacoes,externo,instalacoes_hidrossanitarias,alta,alta,conexao_pvc,acessorio,un,0,0,24.92,946.62,0.0595,1002.92,1,alta,1,1093.38,47.74,99.02,0,consumo_acima_previsto,0.155,2467.61,alto
REG_02409,OBRA_006,2025-03-23,REQ_02326,EMP_052,FORN_090,residencial,acabamento,fachada,esquadrias_metal_vidro,media,alta,vidro,principal,m2,1,1,130.16,470.57,0.0411,489.91,1,alta,7,523.27,12.52,40.18,0,recorte_ajuste,0.112,5229.86,medio
REG_02410,OBRA_015,2025-07-14,REQ_00591,EMP_033,FORN_057,comercial,acabamento,interno,forro,media,alta,placa_gesso_60x60,principal,m2,1,1,42.36,234.21,0.0874,254.68,0,media,6,278.14,14.67,29.25,1,retrabalho,0.1876,1239.12,alto
REG_02411,OBRA_012,2025-02-28,REQ_00611,EMP_020,FORN_009,industrial,acabamento,interno,pintura,media,alta,tinta_acrilica,principal,l,0,0,18.22,1745.64,0.0533,1838.74,1,alta,2,1924.35,59.45,119.26,0,recorte_ajuste,0.1024,2172.96,medio
REG_02412,OBRA_011,2025-02-07,REQ_00390,EMP_036,FORN_049,comercial,estrutura,externo,estrutura_concreto,media,media,concreto,principal,m3,0,0,414.13,1155.02,0.0364,1197.09,0,alta,5,1313.96,17.38,141.57,1,retrabalho,0.1376,58627.2,alto
REG_02413,OBRA_015,2025-08-21,REQ_01147,EMP_006,FORN_078,residencial,acabamento,interno,pintura,media,baixa,massa_corrida,principal,kg,0,0,3.78,1836.43,0.084,1990.69,0,baixa,6,1982.35,37.15,108.77,0,recorte_ajuste,0.0795,411.16,medio
REG_02414,OBRA_022,2025-01-04,REQ_00978,EMP_018,FORN_087,residencial,instalacoes,interno,instalacoes_eletricas,baixa,baixa,quadro_eletrico,principal,un,1,0,263.58,2259.16,0.0156,2294.33,1,alta,6,2437.25,75.65,102.45,0,recorte_ajuste,0.0788,27003.04,medio
REG_02415,OBRA_009,2025-02-25,REQ_00103,EMP_033,FORN_018,industrial,instalacoes,externo,instalacoes_incendio,baixa,alta,sprinkler,principal,un,1,0,24.85,79.95,0.0177,81.37,0,baixa,4,84.85,1.04,3.86,0,consumo_acima_previsto,0.0613,95.95,baixo
REG_02416,OBRA_020,2025-07-17,REQ_01467,EMP_002,FORN_009,comercial,instalacoes,interno,instalacoes_eletricas,media,media,quadro_eletrico,principal,un,1,0,301.47,1208.46,0.0285,1242.89,0,baixa,4,1235.81,3.67,23.68,0,perda_nao_identificada,0.0226,7138.26,baixo
REG_02417,OBRA_006,2025-04-26,REQ_01535,EMP_018,FORN_037,comercial,estrutura,externo,estrutura_metalica,media,media,parafuso_fixador,acessorio,un,0,0,1.53,967.23,0.0679,1032.88,0,alta,3,1082.06,22.57,92.27,0,consumo_acima_previsto,0.1187,141.17,medio
REG_02418,OBRA_017,2025-06-08,REQ_00321,EMP_015,FORN_071,comercial,fechamento,externo,vedacao_alvenaria,media,media,bloco_ceramico,principal,un,1,1,1.28,1603.48,0.06,1699.76,0,baixa,6,1804.43,55.28,145.67,0,consumo_acima_previsto,0.1253,186.46,medio
REG_02419,OBRA_027,2025-06-29,REQ_01071,EMP_028,FORN_013,comercial,fechamento,cobertura,cobertura,media,alta,calha,acessorio,m,0,1,32.91,43.5,0.0534,45.82,1,media,3,47.73,0.0,4.23,0,recorte_ajuste,0.0972,139.12,medio
REG_02420,OBRA_008,2025-03-25,REQ_01815,EMP_023,FORN_053,industrial,acabamento,interno,esquadrias_madeira,media,media,porta_madeira,principal,un,1,1,814.56,85.98,0.0252,88.14,0,baixa,1,91.72,1.94,3.8,0,consumo_acima_previsto,0.0668,3093.96,baixo
REG_02421,OBRA_009,2025-08-21,REQ_01785,EMP_045,FORN_066,industrial,fechamento,interno,impermeabilizacao,media,media,manta_asfaltica,principal,m2,0,1,37.9,729.32,0.1047,805.71,0,media,7,868.7,8.68,130.7,0,recorte_ajuste,0.1911,4953.66,alto
REG_02422,OBRA_023,2025-04-10,REQ_02066,EMP_037,FORN_021,industrial,estrutura,externo,estrutura_concreto,media,media,forma_madeira,acessorio,m2,0,1,43.36,816.94,0.0814,883.48,0,media,1,906.42,11.63,77.85,0,recorte_ajuste,0.1095,3375.72,medio
REG_02423,OBRA_013,2025-07-03,REQ_00860,EMP_037,FORN_029,comercial,instalacoes,interno,instalacoes_incendio,media,alta,tubo_incendio,principal,m,0,1,43.88,1597.43,0.0517,1679.95,1,baixa,4,1765.11,81.16,86.51,0,consumo_acima_previsto,0.105,3796.22,medio
REG_02424,OBRA_001,2025-08-26,REQ_02094,EMP_060,FORN_045,comercial,acabamento,interno,forro,alta,alta,placa_gesso_60x60,principal,m2,1,1,44.57,1135.35,0.0721,1217.25,1,alta,6,1292.77,81.54,75.88,0,sobra_nao_reaproveitavel,0.1387,3381.97,alto
REG_02425,OBRA_011,2025-08-01,REQ_00527,EMP_059,FORN_061,comercial,fechamento,fachada,fachada_fechamento_externo,baixa,alta,acm,principal,m2,1,1,76.2,448.06,0.108,496.45,1,alta,4,523.62,20.44,55.11,0,alteracao_projeto,0.1686,4199.73,alto
REG_02426,OBRA_025,2025-03-10,REQ_00364,EMP_012,FORN_036,comercial,instalacoes,interno,instalacoes_incendio,alta,media,conexao_incendio,acessorio,un,0,0,15.13,1231.11,0.0545,1298.23,0,media,1,1372.2,85.43,55.66,0,erro_execucao,0.1146,842.08,medio
REG_02427,OBRA_020,2025-05-30,REQ_01081,EMP_005,FORN_042,comercial,fechamento,fachada,fachada_fechamento_externo,alta,alta,telha_metalica_fechamento,principal,m2,0,1,49.73,1465.32,0.067,1563.48,1,media,7,1709.28,61.96,182.0,0,consumo_acima_previsto,0.1665,9050.73,alto
REG_02428,OBRA_002,2025-03-14,REQ_00917,EMP_002,FORN_035,comercial,acabamento,externo,forro,baixa,baixa,placa_forro_mineral,principal,m2,1,1,84.13,2484.38,0.0532,2616.47,0,baixa,3,2736.82,57.77,194.67,0,recorte_ajuste,0.1016,16377.21,medio
REG_02429,OBRA_029,2025-05-28,REQ_00892,EMP_005,FORN_068,comercial,fechamento,interno,vedacao_alvenaria,alta,alta,bloco_concreto,principal,un,1,1,8.56,1355.27,0.0604,1437.08,0,baixa,6,1516.65,56.49,104.89,0,quebra_dano,0.1191,897.85,medio
REG_02430,OBRA_019,2025-03-09,REQ_00729,EMP_044,FORN_051,comercial,acabamento,externo,forro,media,baixa,placa_forro_mineral,principal,m2,1,1,69.95,1753.11,0.0772,1888.48,1,alta,2,1973.01,61.63,158.26,0,alteracao_projeto,0.1254,11070.63,medio
REG_02431,OBRA_003,2025-07-19,REQ_00273,EMP_034,FORN_050,industrial,fechamento,interno,vedacao_drywall,alta,baixa,fita_junta,acessorio,m,0,0,0.3,1622.47,0.0669,1731.01,0,media,1,1841.66,63.15,156.03,0,alteracao_projeto,0.1351,46.81,alto
REG_02432,OBRA_011,2025-04-11,REQ_00013,EMP_035,FORN_043,comercial,instalacoes,externo,instalacoes_eletricas,baixa,media,cabo_eletrico,principal,m,0,0,4.85,429.51,0.0443,448.52,0,baixa,6,482.73,7.07,46.15,1,retrabalho,0.1239,223.82,medio
REG_02433,OBRA_027,2025-06-04,REQ_00362,EMP_056,FORN_047,residencial,fechamento,interno,vedacao_alvenaria,media,alta,bloco_ceramico,principal,un,1,1,2.4,618.85,0.0802,668.47,0,alta,3,701.87,33.22,49.8,0,consumo_acima_previsto,0.1342,119.52,alto
REG_02434,OBRA_029,2025-01-24,REQ_01075,EMP_052,FORN_068,comercial,acabamento,interno,pintura,media,baixa,tinta_acrilica,principal,l,0,0,9.6,1755.68,0.0414,1828.33,0,media,6,1893.42,36.27,101.48,0,sobra_nao_reaproveitavel,0.0785,974.17,medio
REG_02435,OBRA_010,2025-04-02,REQ_00136,EMP_055,FORN_017,comercial,fechamento,fachada,fachada_fechamento_externo,media,alta,telha_metalica_fechamento,principal,m2,0,1,65.98,1229.45,0.058,1300.74,0,media,6,1394.11,38.12,126.54,1,retrabalho,0.1339,8348.88,alto
REG_02436,OBRA_011,2025-01-18,REQ_02066,EMP_030,FORN_080,industrial,fundacao,cobertura,fundacao,alta,media,forma_madeira,acessorio,m2,0,1,70.69,1963.08,0.072,2104.38,0,media,2,2164.67,71.04,130.55,0,recorte_ajuste,0.1027,9228.46,medio
REG_02437,OBRA_001,2025-07-02,REQ_00743,EMP_038,FORN_044,industrial,acabamento,externo,esquadrias_metal_vidro,media,alta,esquadria_aluminio,principal,m2,1,1,893.2,1904.84,0.0281,1958.35,0,media,1,2132.8,75.7,152.25,0,sobra_nao_reaproveitavel,0.1197,135992.52,medio
REG_02438,OBRA_004,2025-05-03,REQ_01514,EMP_059,FORN_075,residencial,fechamento,interno,vedacao_drywall,media,alta,massa_junta,consumivel,kg,0,0,3.08,1621.35,0.0687,1732.8,0,baixa,2,1786.02,64.8,99.87,0,recorte_ajuste,0.1016,307.58,medio
REG_02439,OBRA_004,2025-04-25,REQ_01242,EMP_019,FORN_029,residencial,estrutura,externo,estrutura_concreto,media,alta,aco_vergalhao,principal,kg,0,1,5.07,1426.03,0.0519,1499.98,0,baixa,1,1624.48,81.51,116.95,0,sobra_nao_reaproveitavel,0.1392,592.92,alto
REG_02440,OBRA_003,2025-08-22,REQ_00466,EMP_054,FORN_047,industrial,fechamento,cobertura,cobertura,media,media,calha,acessorio,m,0,1,34.08,1915.32,0.0373,1986.7,0,media,4,2092.11,47.23,129.56,0,sobra_nao_reaproveitavel,0.0923,4415.34,medio
REG_02441,OBRA_019,2025-05-09,REQ_01550,EMP_031,FORN_086,residencial,instalacoes,interno,instalacoes_incendio,alta,media,sprinkler,principal,un,1,0,38.69,2075.34,0.0354,2148.87,0,media,5,2219.04,34.29,109.42,0,sobra_nao_reaproveitavel,0.0692,4233.27,baixo
REG_02442,OBRA_017,2025-08-12,REQ_00419,EMP_053,FORN_035,industrial,fechamento,interno,impermeabilizacao,baixa,media,primer_impermeabilizante,consumivel,l,0,0,17.69,1416.3,0.0423,1476.14,1,media,5,1538.53,21.84,100.38,0,alteracao_projeto,0.0863,1775.81,medio
REG_02443,OBRA_015,2025-06-17,REQ_01312,EMP_045,FORN_052,comercial,fechamento,externo,vedacao_alvenaria,baixa,media,argamassa_assentamento,consumivel,kg,0,0,1.22,1516.17,0.0878,1649.27,0,media,5,1679.61,36.98,126.46,0,recorte_ajuste,0.1078,154.29,medio
REG_02444,OBRA_020,2025-07-26,REQ_00833,EMP_026,FORN_085,residencial,fechamento,fachada,fachada_fechamento_externo,media,media,selante_pu,consumivel,cartucho,0,0,29.22,520.16,0.0658,554.36,0,baixa,7,565.78,9.74,35.88,0,perda_nao_identificada,0.0877,1048.55,medio
REG_02445,OBRA_008,2025-06-27,REQ_00339,EMP_042,FORN_016,comercial,instalacoes,interno,instalacoes_incendio,baixa,alta,tubo_incendio,principal,m,0,1,67.78,1864.18,0.06,1975.99,0,baixa,5,2027.44,60.51,102.75,0,recorte_ajuste,0.0876,6964.63,medio
REG_02446,OBRA_023,2025-08-17,REQ_01447,EMP_051,FORN_053,comercial,instalacoes,externo,instalacoes_hidrossanitarias,media,alta,tubo_pvc_agua,principal,m,0,1,11.56,185.43,0.0447,193.71,0,baixa,2,198.98,0.0,13.55,0,alteracao_projeto,0.0731,156.67,medio
REG_02447,OBRA_007,2025-08-02,REQ_00930,EMP_016,FORN_028,comercial,instalacoes,interno,instalacoes_eletricas,media,baixa,disjuntor,acessorio,un,1,0,85.39,853.31,0.0391,886.71,0,baixa,3,888.36,8.27,26.77,1,retrabalho,0.0411,2286.25,baixo
REG_02448,OBRA_004,2025-05-13,REQ_00513,EMP_009,FORN_007,residencial,fechamento,interno,vedacao_drywall,baixa,media,chapa_drywall,principal,m2,1,1,46.3,1361.74,0.0883,1481.94,0,media,4,1445.59,20.72,63.13,0,sobra_nao_reaproveitavel,0.0616,2923.09,baixo
REG_02449,OBRA_017,2025-02-23,REQ_00500,EMP_046,FORN_007,comercial,instalacoes,interno,instalacoes_incendio,media,alta,tubo_incendio,principal,m,0,1,40.67,1953.53,0.0657,2081.96,0,baixa,2,2088.24,25.8,108.9,0,quebra_dano,0.069,4429.03,baixo
REG_02450,OBRA_024,2025-07-27,REQ_00238,EMP_040,FORN_006,residencial,acabamento,interno,pintura,media,media,massa_corrida,principal,kg,0,0,4.46,903.65,0.1014,995.25,1,media,2,1005.92,26.31,75.96,0,consumo_acima_previsto,0.1132,338.78,medio
REG_02451,OBRA_008,2025-06-20,REQ_00028,EMP_009,FORN_025,comercial,instalacoes,interno,instalacoes_incendio,media,media,conexao_incendio,acessorio,un,0,0,57.06,1537.85,0.037,1594.71,0,media,2,1657.46,27.31,92.3,0,sobra_nao_reaproveitavel,0.0778,5266.59,medio
REG_02452,OBRA_026,2025-08-16,REQ_01696,EMP_023,FORN_056,industrial,instalacoes,interno,instalacoes_incendio,alta,alta,sprinkler,principal,un,1,0,19.52,2118.52,0.0499,2224.26,0,alta,5,2374.27,65.08,190.67,0,recorte_ajuste,0.1207,3721.88,medio
REG_02453,OBRA_025,2025-01-29,REQ_01159,EMP_042,FORN_063,comercial,instalacoes,interno,instalacoes_eletricas,media,media,eletroduto,principal,m,0,1,4.23,1278.33,0.0736,1372.37,1,alta,4,1404.22,19.86,106.03,0,consumo_acima_previsto,0.0985,448.49,medio
REG_02454,OBRA_025,2025-07-25,REQ_01006,EMP_005,FORN_062,comercial,instalacoes,interno,instalacoes_incendio,media,media,conexao_incendio,acessorio,un,0,0,47.15,1957.32,0.0371,2029.85,0,baixa,6,2130.82,19.32,154.18,0,recorte_ajuste,0.0886,7269.49,medio
REG_02455,OBRA_009,2025-05-08,REQ_02140,EMP_041,FORN_067,industrial,instalacoes,interno,instalacoes_eletricas,alta,alta,quadro_eletrico,principal,un,1,0,148.59,854.05,0.0165,868.17,0,media,2,939.29,29.3,55.94,0,sobra_nao_reaproveitavel,0.0998,8312.06,medio
REG_02456,OBRA_002,2025-05-17,REQ_02358,EMP_006,FORN_024,industrial,instalacoes,interno,instalacoes_incendio,baixa,media,conexao_incendio,acessorio,un,0,0,57.7,650.03,0.0611,689.77,0,alta,2,733.57,31.94,51.6,1,retrabalho,0.1285,2977.26,medio
REG_02457,OBRA_021,2025-06-05,REQ_00507,EMP_044,FORN_065,comercial,instalacoes,interno,instalacoes_eletricas,alta,baixa,disjuntor,acessorio,un,1,0,32.45,1960.65,0.0248,2009.22,0,baixa,3,2187.1,46.69,179.75,1,retrabalho,0.1155,5833.04,medio
REG_02458,OBRA_030,2025-03-31,REQ_00724,EMP_048,FORN_004,comercial,instalacoes,externo,instalacoes_eletricas,media,alta,disjuntor,acessorio,un,1,0,56.59,1628.66,0.0218,1664.22,0,baixa,6,1778.24,34.48,115.1,0,consumo_acima_previsto,0.0918,6513.61,medio
REG_02459,OBRA_026,2025-07-09,REQ_02201,EMP_002,FORN_016,comercial,acabamento,interno,revestimento_piso_parede,baixa,alta,piso_ceramico,principal,m2,1,1,75.23,1631.37,0.0621,1732.68,0,alta,4,1855.9,74.85,149.68,0,erro_execucao,0.1376,11260.16,alto
REG_02460,OBRA_018,2025-03-26,REQ_01990,EMP_006,FORN_090,comercial,fundacao,externo,fundacao,alta,media,aco_vergalhao,principal,kg,0,1,6.5,1332.96,0.0429,1390.2,0,baixa,3,1433.53,30.24,70.33,0,recorte_ajuste,0.0754,457.13,medio
REG_02461,OBRA_028,2025-07-29,REQ_00213,EMP_036,FORN_079,industrial,acabamento,interno,forro,baixa,alta,placa_gesso_60x60,principal,m2,1,1,16.7,1049.98,0.0767,1130.5,0,media,5,1221.8,25.81,146.01,0,quebra_dano,0.1636,2438.3,alto
REG_02462,OBRA_010,2025-01-15,REQ_00133,EMP_018,FORN_019,industrial,estrutura,interno,estrutura_metalica,alta,media,chapa_aco,principal,kg,0,1,11.18,758.78,0.0538,799.61,0,media,7,844.92,7.94,78.2,0,sobra_nao_reaproveitavel,0.1135,874.24,medio
REG_02463,OBRA_008,2025-04-27,REQ_00121,EMP_026,FORN_080,comercial,instalacoes,interno,instalacoes_hidrossanitarias,alta,media,tubo_pvc_esgoto,principal,m,0,1,20.82,1288.4,0.0488,1351.28,0,alta,6,1467.07,32.62,146.06,0,sobra_nao_reaproveitavel,0.1387,3040.95,alto
REG_02464,OBRA_012,2025-05-06,REQ_00631,EMP_015,FORN_007,residencial,instalacoes,externo,instalacoes_eletricas,alta,baixa,eletroduto,principal,m,0,1,3.71,2424.61,0.0541,2555.74,1,alta,2,2727.96,73.79,229.56,0,sobra_nao_reaproveitavel,0.1251,851.67,medio
REG_02465,OBRA_005,2025-04-10,REQ_01257,EMP_030,FORN_072,comercial,fechamento,interno,vedacao_alvenaria,baixa,alta,bloco_ceramico,principal,un,1,1,2.25,2028.1,0.0634,2156.71,0,media,3,2286.11,119.11,138.89,0,recorte_ajuste,0.1272,312.51,medio
REG_02466,OBRA_020,2025-02-11,REQ_02085,EMP_056,FORN_030,comercial,fechamento,interno,vedacao_alvenaria,media,alta,argamassa_assentamento,consumivel,kg,0,0,1.49,807.95,0.0953,884.97,0,media,3,890.05,31.73,50.38,0,recorte_ajuste,0.1016,75.06,medio
REG_02467,OBRA_023,2025-01-27,REQ_02270,EMP_021,FORN_057,industrial,fundacao,interno,fundacao,alta,media,forma_madeira,acessorio,m2,0,1,66.57,1721.05,0.0714,1843.99,0,media,6,1941.66,10.48,210.13,0,recorte_ajuste,0.1282,13988.53,medio
REG_02468,OBRA_002,2025-04-12,REQ_00610,EMP_054,FORN_038,comercial,fechamento,cobertura,cobertura,media,alta,telha_metalica,principal,m2,0,1,56.55,2467.95,0.058,2611.02,0,baixa,1,2617.8,49.61,100.24,0,sobra_nao_reaproveitavel,0.0607,5668.58,baixo
REG_02469,OBRA_024,2025-04-14,REQ_01602,EMP_037,FORN_031,comercial,fechamento,interno,impermeabilizacao,media,baixa,primer_impermeabilizante,consumivel,l,0,0,20.2,1219.56,0.0458,1275.47,1,alta,7,1346.47,42.13,84.78,0,quebra_dano,0.1041,1712.46,medio
REG_02470,OBRA_016,2025-04-18,REQ_01329,EMP_001,FORN_001,comercial,estrutura,externo,estrutura_concreto,media,alta,concreto,principal,m3,0,0,511.0,604.27,0.0348,625.31,0,media,2,670.96,8.27,58.42,1,retrabalho,0.1104,29850.86,medio
REG_02471,OBRA_025,2025-02-10,REQ_02481,EMP_036,FORN_082,comercial,instalacoes,interno,instalacoes_eletricas,media,alta,eletroduto,principal,m,0,1,2.41,466.15,0.0397,484.66,0,media,3,507.58,11.97,29.46,0,sobra_nao_reaproveitavel,0.0889,71.0,medio
REG_02472,OBRA_006,2025-06-27,REQ_02185,EMP_025,FORN_003,industrial,instalacoes,interno,instalacoes_eletricas,media,baixa,disjuntor,acessorio,un,1,0,27.99,1890.46,0.0323,1951.49,0,baixa,3,1959.63,30.56,38.61,0,quebra_dano,0.0366,1080.77,baixo
REG_02473,OBRA_021,2025-04-02,REQ_02434,EMP_046,FORN_026,comercial,fechamento,interno,vedacao_alvenaria,media,baixa,bloco_ceramico,principal,un,1,1,2.05,1084.14,0.0659,1155.56,0,baixa,1,1187.49,41.45,61.9,0,quebra_dano,0.0953,126.9,medio
REG_02474,OBRA_022,2025-05-31,REQ_00403,EMP_049,FORN_061,industrial,fechamento,fachada,fachada_fechamento_externo,media,baixa,acm,principal,m2,1,1,115.71,277.66,0.1014,305.81,0,baixa,1,305.36,3.51,24.19,0,consumo_acima_previsto,0.0997,2798.87,medio
REG_02475,OBRA_022,2025-07-27,REQ_00268,EMP_022,FORN_007,residencial,estrutura,cobertura,estrutura_concreto,media,media,concreto,principal,m3,0,0,513.69,1677.0,0.033,1732.38,0,baixa,7,1775.19,8.93,89.25,0,recorte_ajuste,0.0585,45848.2,baixo
REG_02476,OBRA_001,2025-02-10,REQ_02269,EMP_024,FORN_064,industrial,instalacoes,interno,instalacoes_incendio,baixa,alta,tubo_incendio,principal,m,0,1,67.23,202.37,0.0619,214.9,0,baixa,6,218.79,5.3,11.12,0,quebra_dano,0.0811,747.56,medio
REG_02477,OBRA_026,2025-08-16,REQ_02154,EMP_001,FORN_060,comercial,fechamento,externo,vedacao_drywall,alta,media,chapa_drywall,principal,m2,1,1,40.96,1347.88,0.0776,1452.5,0,media,3,1512.08,35.8,128.4,0,sobra_nao_reaproveitavel,0.1218,5259.08,medio
REG_02478,OBRA_026,2025-03-15,REQ_01891,EMP_056,FORN_075,comercial,acabamento,interno,revestimento_piso_parede,media,media,porcelanato,principal,m2,1,1,110.47,590.21,0.0856,640.72,0,media,7,670.41,21.73,58.47,0,recorte_ajuste,0.1359,6459.02,alto
REG_02479,OBRA_014,2025-05-04,REQ_01726,EMP_015,FORN_031,comercial,fechamento,cobertura,cobertura,baixa,alta,calha,acessorio,m,0,1,32.66,1831.85,0.0459,1915.97,1,alta,2,2050.18,80.11,138.21,0,sobra_nao_reaproveitavel,0.1192,4514.0,medio
REG_02480,OBRA_022,2025-04-22,REQ_01091,EMP_021,FORN_056,comercial,acabamento,externo,esquadrias_madeira,baixa,alta,batente_madeira,principal,un,0,1,221.83,1383.14,0.0234,1415.54,0,baixa,2,1461.39,10.57,67.69,0,recorte_ajuste,0.0566,15015.28,baixo
REG_02481,OBRA_012,2025-07-14,REQ_01737,EMP_057,FORN_087,industrial,acabamento,interno,esquadrias_madeira,baixa,media,porta_madeira,principal,un,1,1,1046.93,564.19,0.022,576.62,0,media,2,604.16,6.6,33.37,0,consumo_acima_previsto,0.0709,34940.84,medio
REG_02482,OBRA_007,2025-04-01,REQ_01554,EMP_023,FORN_058,comercial,fechamento,cobertura,cobertura,alta,alta,telha_termoacustica,principal,m2,0,1,144.95,2305.97,0.0509,2423.31,0,media,4,2652.82,97.67,249.18,1,retrabalho,0.1504,36118.73,alto
REG_02483,OBRA_003,2025-02-25,REQ_01229,EMP_051,FORN_090,comercial,fechamento,externo,vedacao_alvenaria,alta,alta,argamassa_assentamento,consumivel,kg,0,0,1.41,238.11,0.0868,258.77,1,alta,2,279.71,1.72,39.88,0,perda_nao_identificada,0.1747,56.24,alto
REG_02484,OBRA_023,2025-04-12,REQ_01422,EMP_015,FORN_053,residencial,acabamento,interno,pintura,alta,baixa,tinta_acrilica,principal,l,0,0,18.71,1131.13,0.0592,1198.14,0,media,5,1222.16,30.89,60.14,0,sobra_nao_reaproveitavel,0.0805,1125.24,medio
REG_02485,OBRA_028,2025-04-09,REQ_01949,EMP_014,FORN_050,comercial,acabamento,interno,esquadrias_madeira,media,alta,porta_madeira,principal,un,1,1,882.63,1601.67,0.0371,1661.04,0,alta,7,1797.58,96.76,99.15,0,recorte_ajuste,0.1223,87514.17,medio
REG_02486,OBRA_012,2025-08-12,REQ_00122,EMP_014,FORN_059,industrial,estrutura,externo,estrutura_metalica,media,baixa,chumbador,acessorio,un,0,0,6.48,2193.9,0.0201,2238.05,0,media,3,2330.07,42.7,93.47,0,consumo_acima_previsto,0.0621,605.69,baixo
REG_02487,OBRA_016,2025-07-17,REQ_01815,EMP_041,FORN_086,industrial,fechamento,fachada,fachada_fechamento_externo,baixa,alta,selante_pu,consumivel,cartucho,0,0,38.64,1168.18,0.0567,1234.45,0,alta,2,1272.02,18.34,85.51,0,recorte_ajuste,0.0889,3304.1,medio
REG_02488,OBRA_022,2025-02-16,REQ_01923,EMP_015,FORN_084,comercial,acabamento,externo,forro,media,media,perfil_forro,acessorio,m,0,1,9.4,2379.7,0.0506,2500.18,0,baixa,7,2624.28,47.65,196.93,0,erro_execucao,0.1028,1851.12,medio
REG_02489,OBRA_005,2025-01-24,REQ_00840,EMP_013,FORN_079,residencial,fechamento,externo,vedacao_drywall,alta,media,perfil_drywall,principal,m,0,1,16.07,2006.95,0.0512,2109.74,0,baixa,6,2183.82,33.24,143.62,0,sobra_nao_reaproveitavel,0.0881,2308.05,medio
REG_02490,OBRA_012,2025-02-03,REQ_01758,EMP_004,FORN_014,industrial,fechamento,interno,vedacao_alvenaria,alta,media,bloco_concreto,principal,un,1,1,4.76,305.13,0.0628,324.28,0,baixa,5,358.69,12.65,40.92,0,consumo_acima_previsto,0.1755,194.76,alto
REG_02491,OBRA_027,2025-03-19,REQ_02059,EMP_049,FORN_046,comercial,fechamento,cobertura,cobertura,media,alta,telha_metalica,principal,m2,0,1,63.11,677.89,0.0722,726.86,0,baixa,5,771.03,16.42,76.72,0,recorte_ajuste,0.1374,4841.97,alto
REG_02492,OBRA_003,2025-01-22,REQ_02197,EMP_057,FORN_067,industrial,estrutura,cobertura,estrutura_concreto,baixa,alta,aco_vergalhao,principal,kg,0,1,6.79,1332.55,0.0306,1373.28,1,alta,5,1496.3,56.82,106.93,0,recorte_ajuste,0.1229,726.02,medio
REG_02493,OBRA_016,2025-05-30,REQ_01494,EMP_058,FORN_018,residencial,estrutura,interno,estrutura_metalica,media,baixa,perfil_aco,principal,kg,0,1,9.21,2475.02,0.0424,2580.04,0,baixa,1,2822.9,137.34,210.54,0,recorte_ajuste,0.1406,1939.04,alto
REG_02494,OBRA_017,2025-05-21,REQ_02488,EMP_030,FORN_070,industrial,fechamento,interno,vedacao_drywall,media,media,perfil_drywall,principal,m,0,1,14.08,1343.73,0.0605,1425.07,0,media,3,1466.43,43.35,79.34,0,recorte_ajuste,0.0913,1117.13,medio
REG_02495,OBRA_008,2025-06-19,REQ_00042,EMP_023,FORN_015,residencial,estrutura,cobertura,estrutura_metalica,baixa,alta,parafuso_fixador,acessorio,un,0,0,2.65,907.67,0.0823,982.39,0,media,7,1005.89,51.63,46.59,0,recorte_ajuste,0.1082,123.47,medio
REG_02496,OBRA_022,2025-06-26,REQ_01910,EMP_045,FORN_087,comercial,fechamento,externo,impermeabilizacao,media,media,argamassa_polimerica,principal,kg,0,0,5.1,1885.6,0.0998,2073.75,1,alta,6,2135.63,82.42,167.61,0,sobra_nao_reaproveitavel,0.1326,854.82,alto
REG_02497,OBRA_022,2025-08-14,REQ_00181,EMP_022,FORN_055,residencial,fechamento,interno,vedacao_drywall,media,media,massa_junta,consumivel,kg,0,0,3.21,868.14,0.0658,925.27,0,baixa,1,919.95,0.0,51.81,0,recorte_ajuste,0.0597,166.29,baixo
REG_02498,OBRA_009,2025-02-28,REQ_01969,EMP_054,FORN_011,residencial,instalacoes,externo,instalacoes_eletricas,baixa,baixa,quadro_eletrico,principal,un,1,0,292.95,2315.55,0.0133,2346.39,0,baixa,4,2417.39,29.81,72.03,0,quebra_dano,0.044,21100.1,baixo
REG_02499,OBRA_005,2025-02-19,REQ_00978,EMP_015,FORN_076,residencial,instalacoes,interno,instalacoes_hidrossanitarias,media,baixa,conexao_pvc,acessorio,un,0,0,4.91,1612.22,0.0549,1700.67,0,media,1,1764.5,88.08,64.2,0,quebra_dano,0.0945,315.24,medio
REG_02500,OBRA_005,2025-08-27,REQ_00778,EMP_052,FORN_071,comercial,estrutura,externo,estrutura_metalica,baixa,alta,parafuso_fixador,acessorio,un,0,0,2.33,158.38,0.0501,166.31,0,media,6,176.62,1.0,17.24,0,sobra_nao_reaproveitavel,0.1151,40.16,medio
